# Generated from chinese-idiom-chengyu 1.1.0 WordPinyinPairs.json.
# Format: text<TAB>pinyin<TAB>weight<TAB>source-tier
# Tier 1 keeps dictionary-only idioms behind primary conversational words.
一飞冲天	yi fei chong tian	1	1
一饥两饱	yi ji liang bao	1	1
一饭三吐哺	yi fan san tu bu	1	1
一饭之德	yi fan zhi de	1	1
一饭千金	yi fan qian jin	1	1
一饮一啄	yi yin yi zhuo	1	1
一馈十起	yi kui shi qi	1	1
一马一鞍	yi ma yi an	1	1
一马平川	yi ma ping chuan	1	1
一马当先	yi ma dang xian	1	1
一高二低	yi gao er di	1	1
一鳞一爪	yi lin yi zhao	1	1
一鳞半爪	yi lin ban zhao	1	1
一鳞半甲	yi lin ban jia	1	1
一鳞片爪	yi lin pian zhao	1	1
一鳞片甲	yi lin pian jia	1	1
一鸣惊人	yi ming jing ren	1	1
一麾出守	yi hui chu shou	1	1
一鼓一板	yi gu yi ban	1	1
一鼓作气	yi gu zuo qi	1	1
一鼻子灰	yi bi zi hui	1	1
一鼻孔出气	yi bi kong chu qi	1	1
一齐众楚	yi qi zhong chu	1	1
一龙一猪	yi long yi zhu	1	1
一龙一蛇	yi long yi she	1	1
丁一卯二	ding yi mao er	1	1
丁一确二	ding yi que er	1	1
丁公凿井	ding gong zao jing	1	1
七七八八	qi qi ba ba	1	1
七上八下	qi shang ba xia	1	1
七上八落	qi shang ba luo	1	1
七了八当	qi le ba dang	1	1
七事八事	qi shi ba shi	1	1
七十二行	qi shi er hang	1	1
七口八嘴	qi kou ba zui	1	1
七嘴八张	qi zui ba zhang	1	1
七嘴八舌	qi zui ba she	1	1
七大八小	qi da ba xiao	1	1
七子八婿	qi zi ba xu	1	1
七孔生烟	qi kong sheng yan	1	1
七开八得	qi kai ba de	1	1
七张八嘴	qi zhang ba zui	1	1
七弯八拐	qi wan ba guai	1	1
七情六欲	qi qing liu yu	1	1
七慌八乱	qi huang ba luan	1	1
七手八脚	qi shou ba jiao	1	1
七扭八歪	qi niu ba wai	1	1
七折八扣	qi zhe ba kou	1	1
七担八挪	qi dan ba nuo	1	1
七拉八扯	qi la ba che	1	1
七拱八翘	qi gong ba qiao	1	1
七拼八凑	qi pin ba cou	1	1
七捞八攘	qi lao ba rang	1	1
七损八伤	qi sun ba shang	1	1
七损八益	qi sun ba yi	1	1
七推八阻	qi tui ba zu	1	1
七搭八扯	qi da ba che	1	1
七搭八搭	qi chang ba da	1	1
七擒七纵	qi qin qi zong	1	1
七支八搭	qi zhi ba da	1	1
七断八续	qi duan ba su	1	1
七日来复	qi ri lai fu	1	1
